Chr	Start	End	Type	Var1	Var2	Var3
chr2	43680465	43681622	gene	gene_id ENSG00000229695.1	 gene_type processed_pseudogene	 gene_name AC011242.5
chr2	43772120	43772350	gene	gene_id ENSG00000252490.1	 gene_type misc_RNA	 gene_name RN7SKP66
chr2	43774039	43810010	gene	gene_id ENSG00000138036.18	 gene_type protein_coding	 gene_name DYNC2LI1
chr2	43812472	43838865	gene	gene_id ENSG00000138075.14	 gene_type protein_coding	 gene_name ABCG5
chr2	43831942	43882988	gene	gene_id ENSG00000143921.9	 gene_type protein_coding	 gene_name ABCG8
chr2	43886224	43996226	gene	gene_id ENSG00000138095.20	 gene_type protein_coding	 gene_name LRPPRC
chr2	43892690	43892796	gene	gene_id ENSG00000200924.1	 gene_type snRNA	 gene_name RNU6-1048P
chr2	43904412	43904693	gene	gene_id ENSG00000264047.2	 gene_type misc_RNA	 gene_name RN7SL455P
chr2	43995985	43996623	gene	gene_id ENSG00000288707.1	 gene_type lncRNA	 gene_name RP11-808E20.1
chr2	44065894	44066154	gene	gene_id ENSG00000219391.1	 gene_type processed_pseudogene	 gene_name AC019129.1
chr2	44154789	44154895	gene	gene_id ENSG00000252599.1	 gene_type snRNA	 gene_name RNU6-566P
chr2	44166266	44166943	gene	gene_id ENSG00000224637.1	 gene_type unprocessed_pseudogene	 gene_name PDSS1P2
chr2	44167625	44168859	gene	gene_id ENSG00000273106.1	 gene_type lncRNA	 gene_name PPM1B-DT
chr2	44167969	44244384	gene	gene_id ENSG00000138032.21	 gene_type protein_coding	 gene_name PPM1B
chr2	44168851	44320310	gene	gene_id ENSG00000285542.1	 gene_type protein_coding	 gene_name RP11-24I5.1
chr2	44270621	44271106	gene	gene_id ENSG00000226972.2	 gene_type processed_pseudogene	 gene_name RPL12P19
chr2	44275458	44321494	gene	gene_id ENSG00000138079.14	 gene_type protein_coding	 gene_name SLC3A1
chr2	44316281	44361862	gene	gene_id ENSG00000138078.16	 gene_type protein_coding	 gene_name PREPL
chr2	44361947	44772592	gene	gene_id ENSG00000143919.15	 gene_type protein_coding	 gene_name CAMKMT
chr2	44921077	44939199	gene	gene_id ENSG00000259439.2	 gene_type lncRNA	 gene_name LINC01833
chr2	44927914	44928396	gene	gene_id ENSG00000278957.1	 gene_type TEC	 gene_name RP11-89K21.2
chr2	44932320	44932406	gene	gene_id ENSG00000274520.1	 gene_type misc_RNA	 gene_name ENSG10010137772.1
chr2	44934055	44934271	gene	gene_id ENSG00000277311.1	 gene_type misc_RNA	 gene_name ENSG10010135940.1
chr2	44935294	44935368	gene	gene_id ENSG00000276229.1	 gene_type misc_RNA	 gene_name ENSG10010139661.1
chr2	44935585	44935908	gene	gene_id ENSG00000277809.1	 gene_type misc_RNA	 gene_name ENSG10010138846.1
chr2	44937426	44937696	gene	gene_id ENSG00000276048.1	 gene_type misc_RNA	 gene_name ENSG10010135677.1
chr2	44938833	44939028	gene	gene_id ENSG00000274547.1	 gene_type misc_RNA	 gene_name ENSG10010136426.1
chr2	44940045	44940245	gene	gene_id ENSG00000276670.1	 gene_type misc_RNA	 gene_name ENSG10010134239.1
chr2	44940154	44941873	gene	gene_id ENSG00000236502.1	 gene_type lncRNA	 gene_name SIX3-AS1
chr2	44941702	44946071	gene	gene_id ENSG00000138083.5	 gene_type protein_coding	 gene_name SIX3
chr2	44954664	44968762	gene	gene_id ENSG00000225156.2	 gene_type lncRNA	 gene_name AC012354.6
chr2	44996413	44996873	gene	gene_id ENSG00000231848.1	 gene_type processed_pseudogene	 gene_name KRTCAP2P1
chr2	45005182	45009452	gene	gene_id ENSG00000170577.8	 gene_type protein_coding	 gene_name SIX2
chr2	45013214	45013668	gene	gene_id ENSG00000231156.1	 gene_type lncRNA	 gene_name AC093702.1
chr2	45164816	45323397	gene	gene_id ENSG00000205054.8	 gene_type lncRNA	 gene_name LINC01121
chr2	45168583	45169414	gene	gene_id ENSG00000231054.1	 gene_type lncRNA	 gene_name AC009236.2
chr2	45169616	45211673	gene	gene_id ENSG00000286728.1	 gene_type lncRNA	 gene_name RP11-421J10.2
chr2	45173722	45175935	gene	gene_id ENSG00000286519.1	 gene_type lncRNA	 gene_name RP11-421J10.1
chr2	45388680	45612165	gene	gene_id ENSG00000068784.13	 gene_type protein_coding	 gene_name SRBD1
chr2	45569199	45569492	gene	gene_id ENSG00000239396.3	 gene_type misc_RNA	 gene_name RN7SL414P
chr2	45651345	46187990	gene	gene_id ENSG00000171132.14	 gene_type protein_coding	 gene_name PRKCE
chr2	45674701	45675476	gene	gene_id ENSG00000228481.1	 gene_type lncRNA	 gene_name PRKCE-AS1
chr2	46003942	46004309	gene	gene_id ENSG00000233829.1	 gene_type processed_pseudogene	 gene_name RPL26P15
chr2	46078015	46078828	gene	gene_id ENSG00000232696.1	 gene_type lncRNA	 gene_name AC017006.2
chr2	46166789	46167978	gene	gene_id ENSG00000231336.1	 gene_type lncRNA	 gene_name AC017006.3
chr2	46256860	46257177	gene	gene_id ENSG00000233335.1	 gene_type processed_pseudogene	 gene_name RPL36AP14
chr2	46266690	46266971	gene	gene_id ENSG00000278764.1	 gene_type misc_RNA	 gene_name Metazoa_SRP
chr2	46293667	46386697	gene	gene_id ENSG00000116016.14	 gene_type protein_coding	 gene_name EPAS1
chr2	46392291	46394228	gene	gene_id ENSG00000228100.2	 gene_type lncRNA	 gene_name LINC01820
chr2	46429190	46441833	gene	gene_id ENSG00000187600.14	 gene_type lncRNA	 gene_name LINC02583
chr2	46429195	46484424	gene	gene_id ENSG00000284608.1	 gene_type lncRNA	 gene_name AC018682.8
chr2	46429229	46501278	gene	gene_id ENSG00000253515.2	 gene_type lncRNA	 gene_name RP11-417F21.2
chr2	46448224	46448511	gene	gene_id ENSG00000241791.3	 gene_type misc_RNA	 gene_name RN7SL817P
chr2	46479565	46484425	gene	gene_id ENSG00000284701.1	 gene_type protein_coding	 gene_name TMEM247
chr2	46490750	46542577	gene	gene_id ENSG00000250565.7	 gene_type protein_coding	 gene_name ATP6V1E2
chr2	46541806	46584688	gene	gene_id ENSG00000119729.12	 gene_type protein_coding	 gene_name RHOQ
chr2	46568256	46580238	gene	gene_id ENSG00000250116.2	 gene_type lncRNA	 gene_name RHOQ-AS1
chr2	46580937	46617055	gene	gene_id ENSG00000151665.13	 gene_type protein_coding	 gene_name PIGF
chr2	46616416	46630176	gene	gene_id ENSG00000119878.6	 gene_type protein_coding	 gene_name CRIPT
chr2	46668870	46670778	gene	gene_id ENSG00000279254.1	 gene_type TEC	 gene_name RP11-536C12.1
chr2	46698940	46822804	gene	gene_id ENSG00000222005.9	 gene_type lncRNA	 gene_name LINC01118
chr2	46698952	46780245	gene	gene_id ENSG00000171150.9	 gene_type protein_coding	 gene_name SOCS5
chr2	46816697	46859007	gene	gene_id ENSG00000239332.6	 gene_type lncRNA	 gene_name LINC01119
chr2	46852020	46853496	gene	gene_id ENSG00000226548.1	 gene_type lncRNA	 gene_name AC016722.3
chr2	46899275	46908678	gene	gene_id ENSG00000228925.1	 gene_type lncRNA	 gene_name AC016722.4
chr2	46901870	46941855	gene	gene_id ENSG00000180398.13	 gene_type protein_coding	 gene_name MCFD2
chr2	46916157	47076137	gene	gene_id ENSG00000068724.17	 gene_type protein_coding	 gene_name TTC7A
chr2	46956615	46956888	gene	gene_id ENSG00000272814.1	 gene_type lncRNA	 gene_name RP11-15I20.1
chr2	47035279	47040524	gene	gene_id ENSG00000233845.1	 gene_type lncRNA	 gene_name AC093732.1
chr2	47045538	47155308	gene	gene_id ENSG00000239605.11	 gene_type protein_coding	 gene_name STPG4
chr2	47065941	47176511	gene	gene_id ENSG00000273269.3	 gene_type protein_coding	 gene_name RP11-761B3.1
chr2	47067822	47071204	gene	gene_id ENSG00000225187.1	 gene_type lncRNA	 gene_name AC073283.7
chr2	47160083	47176921	gene	gene_id ENSG00000143933.19	 gene_type protein_coding	 gene_name CALM2
chr2	47192405	47345074	gene	gene_id ENSG00000234690.7	 gene_type lncRNA	 gene_name EPCAM-DT
chr2	47225781	47240886	gene	gene_id ENSG00000226087.2	 gene_type lncRNA	 gene_name AC106869.2
chr2	47335315	47335514	gene	gene_id ENSG00000236824.2	 gene_type scRNA	 gene_name BCYRN1
chr2	47345158	47387601	gene	gene_id ENSG00000119888.11	 gene_type protein_coding	 gene_name EPCAM
chr2	47359505	47359777	gene	gene_id ENSG00000222685.1	 gene_type misc_RNA	 gene_name RN7SKP119
chr2	47377675	47377770	gene	gene_id ENSG00000207923.1	 gene_type miRNA	 gene_name MIR559
chr2	47383160	47383421	gene	gene_id ENSG00000277396.1	 gene_type misc_RNA	 gene_name Metazoa_SRP
chr2	47403067	47663146	gene	gene_id ENSG00000095002.15	 gene_type protein_coding	 gene_name MSH2
chr2	47509290	47570985	gene	gene_id ENSG00000184261.5	 gene_type protein_coding	 gene_name KCNK12
chr2	47527008	47535199	gene	gene_id ENSG00000235760.4	 gene_type lncRNA	 gene_name MSH2-OT1
chr2	47690716	47691246	gene	gene_id ENSG00000230979.3	 gene_type processed_pseudogene	 gene_name AC079250.1
chr2	47695530	47810063	gene	gene_id ENSG00000116062.17	 gene_type protein_coding	 gene_name MSH6
chr2	47705468	47705979	gene	gene_id ENSG00000224443.1	 gene_type processed_pseudogene	 gene_name NME2P2
chr2	47731402	47732035	gene	gene_id ENSG00000224058.2	 gene_type processed_pseudogene	 gene_name AC006509.7
chr2	47781379	47781465	gene	gene_id ENSG00000283502.1	 gene_type snRNA	 gene_name U6
chr2	47789316	47906498	gene	gene_id ENSG00000138081.22	 gene_type protein_coding	 gene_name FBXO11
chr2	47797826	47798091	gene	gene_id ENSG00000235369.1	 gene_type processed_pseudogene	 gene_name RPL36AP15
chr2	47883455	47883909	gene	gene_id ENSG00000236549.1	 gene_type processed_pseudogene	 gene_name RPS27AP7
chr2	47905678	47907810	gene	gene_id ENSG00000233230.1	 gene_type lncRNA	 gene_name AC079807.2
chr2	47924181	48314224	gene	gene_id ENSG00000230773.9	 gene_type lncRNA	 gene_name AC079807.4
chr2	47939738	47940218	gene	gene_id ENSG00000226473.2	 gene_type processed_pseudogene	 gene_name PPIAP62
chr2	47989625	47990526	gene	gene_id ENSG00000275423.1	 gene_type processed_pseudogene	 gene_name VN1R18P
chr2	48217575	48217899	gene	gene_id ENSG00000201010.1	 gene_type misc_RNA	 gene_name RN7SKP224
chr2	48314637	48379295	gene	gene_id ENSG00000170802.16	 gene_type protein_coding	 gene_name FOXN2
chr2	48340687	48340826	gene	gene_id ENSG00000251889.1	 gene_type snRNA	 gene_name RNU4-49P
chr2	48440043	48440597	gene	gene_id ENSG00000272663.1	 gene_type lncRNA	 gene_name PPP1R21-DT
chr2	48440598	48515391	gene	gene_id ENSG00000162869.16	 gene_type protein_coding	 gene_name PPP1R21
chr2	48501922	48502024	gene	gene_id ENSG00000202227.1	 gene_type snRNA	 gene_name RNU6-282P
chr2	48529383	48598513	gene	gene_id ENSG00000243244.7	 gene_type protein_coding	 gene_name STON1
chr2	48529925	48776517	gene	gene_id ENSG00000068781.21	 gene_type protein_coding	 gene_name STON1-GTF2A1L
chr2	48617798	48733148	gene	gene_id ENSG00000242441.8	 gene_type protein_coding	 gene_name GTF2A1L
chr2	48632291	48755724	gene	gene_id ENSG00000279956.1	 gene_type protein_coding	 gene_name RP11-310N16.1
chr2	48632856	48633353	gene	gene_id ENSG00000239995.2	 gene_type transcribed_processed_pseudogene	 gene_name TPT1P11
chr2	48686774	48755730	gene	gene_id ENSG00000138039.15	 gene_type protein_coding	 gene_name LHCGR
chr2	48780602	48780895	gene	gene_id ENSG00000232285.1	 gene_type processed_pseudogene	 gene_name ELOBP3
chr2	48809340	49419013	gene	gene_id ENSG00000282890.1	 gene_type lncRNA	 gene_name RP11-460M2.1
chr2	48915267	48916530	gene	gene_id ENSG00000214602.3	 gene_type processed_pseudogene	 gene_name CTBP2P5
chr2	48962157	49154527	gene	gene_id ENSG00000170820.12	 gene_type protein_coding	 gene_name FSHR
chr2	49059603	49059658	gene	gene_id ENSG00000212036.3	 gene_type miRNA	 gene_name MIR548BA
chr2	49202126	49451896	gene	gene_id ENSG00000282998.1	 gene_type lncRNA	 gene_name RP11-152D8.1
chr2	49233794	49233899	gene	gene_id ENSG00000206915.1	 gene_type snRNA	 gene_name RNU6-439P
chr2	49563388	49595126	gene	gene_id ENSG00000282828.2	 gene_type lncRNA	 gene_name RP11-443F4.1
chr2	49878623	49879363	gene	gene_id ENSG00000234253.1	 gene_type processed_pseudogene	 gene_name RPL7P13
chr2	49888868	49888986	gene	gene_id ENSG00000212580.1	 gene_type snoRNA	 gene_name SNORA75
chr2	49918503	51225575	gene	gene_id ENSG00000179915.24	 gene_type protein_coding	 gene_name NRXN1
chr2	50324643	50345598	gene	gene_id ENSG00000285548.1	 gene_type lncRNA	 gene_name RP11-737H13.1
chr2	50588690	50589415	gene	gene_id ENSG00000230327.1	 gene_type processed_pseudogene	 gene_name MTCO1P42
chr2	50620963	50632993	gene	gene_id ENSG00000283058.1	 gene_type lncRNA	 gene_name RP11-358H12.1
chr2	50696172	50696262	gene	gene_id ENSG00000216191.1	 gene_type miRNA	 gene_name MIR8485
chr2	50829442	50829678	gene	gene_id ENSG00000238165.1	 gene_type processed_pseudogene	 gene_name AC007560.1
chr2	51011777	51016950	gene	gene_id ENSG00000286412.1	 gene_type lncRNA	 gene_name RP11-391D19.1
chr2	51032601	52407917	gene	gene_id ENSG00000231918.1	 gene_type lncRNA	 gene_name AC007682.1
chr2	51441959	51455913	gene	gene_id ENSG00000287867.1	 gene_type lncRNA	 gene_name RP11-545K2.1
chr2	51511058	51511483	gene	gene_id ENSG00000224344.1	 gene_type processed_pseudogene	 gene_name KNOP1P3
chr2	51775258	51775402	gene	gene_id ENSG00000223710.1	 gene_type unprocessed_pseudogene	 gene_name CRYGGP
chr2	51925692	51925833	gene	gene_id ENSG00000230840.1	 gene_type processed_pseudogene	 gene_name AC097463.2
chr2	51926882	51927362	gene	gene_id ENSG00000226366.1	 gene_type processed_pseudogene	 gene_name CCDC12P1
chr2	51977787	52022435	gene	gene_id ENSG00000287344.1	 gene_type lncRNA	 gene_name RP11-389K20.1
chr2	52071355	52077197	gene	gene_id ENSG00000236538.1	 gene_type processed_pseudogene	 gene_name ZNF863P
chr2	52297995	52298096	gene	gene_id ENSG00000202195.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	52370602	52390056	gene	gene_id ENSG00000225444.2	 gene_type lncRNA	 gene_name LINC01867
chr2	52474073	52474411	gene	gene_id ENSG00000225842.1	 gene_type processed_pseudogene	 gene_name GGCTP3
chr2	52494688	52500752	gene	gene_id ENSG00000236837.1	 gene_type lncRNA	 gene_name AC139712.4
chr2	52570648	52572522	gene	gene_id ENSG00000204993.3	 gene_type processed_pseudogene	 gene_name CRTC1P1
chr2	52629743	52630078	gene	gene_id ENSG00000233083.1	 gene_type processed_pseudogene	 gene_name FTH1P6
chr2	52702522	52702615	gene	gene_id ENSG00000264975.1	 gene_type miRNA	 gene_name MIR4431
chr2	52722671	52961452	gene	gene_id ENSG00000228033.6	 gene_type lncRNA	 gene_name AC010967.2
chr2	52864235	52866631	gene	gene_id ENSG00000232604.1	 gene_type lncRNA	 gene_name AC010967.3
chr2	52883243	52883455	gene	gene_id ENSG00000232668.1	 gene_type processed_pseudogene	 gene_name AC010967.1
chr2	53470447	53470629	gene	gene_id ENSG00000251942.1	 gene_type scaRNA	 gene_name ENSG10010134720.1
chr2	53486144	53486280	gene	gene_id ENSG00000223897.1	 gene_type processed_pseudogene	 gene_name AC069157.1
chr2	53532672	53860160	gene	gene_id ENSG00000115239.24	 gene_type protein_coding	 gene_name ASB3
chr2	53570374	53570480	gene	gene_id ENSG00000207456.1	 gene_type snRNA	 gene_name RNU6-997P
chr2	53767804	53775196	gene	gene_id ENSG00000143942.5	 gene_type protein_coding	 gene_name CHAC2
chr2	53787044	53818819	gene	gene_id ENSG00000068912.14	 gene_type protein_coding	 gene_name ERLEC1
chr2	53849122	53849205	gene	gene_id ENSG00000265452.1	 gene_type miRNA	 gene_name MIR3682
chr2	53852912	53859967	gene	gene_id ENSG00000119737.6	 gene_type protein_coding	 gene_name GPR75
chr2	53864069	53970993	gene	gene_id ENSG00000068878.15	 gene_type protein_coding	 gene_name PSME4
chr2	53970838	54305300	gene	gene_id ENSG00000170634.13	 gene_type protein_coding	 gene_name ACYP2
chr2	54029552	54030682	gene	gene_id ENSG00000235937.1	 gene_type processed_pseudogene	 gene_name RPL21P30
chr2	54051334	54051760	gene	gene_id ENSG00000233266.1	 gene_type processed_pseudogene	 gene_name HMGB1P31
chr2	54079974	54080280	gene	gene_id ENSG00000241114.1	 gene_type processed_pseudogene	 gene_name AC008280.3
chr2	54082554	54085066	gene	gene_id ENSG00000272156.1	 gene_type lncRNA	 gene_name RP11-477N3.1
chr2	54166944	54167007	gene	gene_id ENSG00000252934.1	 gene_type snRNA	 gene_name RNU7-172P
chr2	54253178	54256229	gene	gene_id ENSG00000178021.11	 gene_type protein_coding	 gene_name TSPYL6
chr2	54330034	54383742	gene	gene_id ENSG00000177994.16	 gene_type protein_coding	 gene_name C2orf73
chr2	54456317	54671446	gene	gene_id ENSG00000115306.16	 gene_type protein_coding	 gene_name SPTBN1
chr2	54516048	54540697	gene	gene_id ENSG00000228108.1	 gene_type lncRNA	 gene_name SPTBN1-AS1
chr2	54529343	54529801	gene	gene_id ENSG00000237887.1	 gene_type processed_pseudogene	 gene_name RPL23AP32
chr2	54545368	54546677	gene	gene_id ENSG00000234943.2	 gene_type lncRNA	 gene_name AC092839.4
chr2	54661011	54680045	gene	gene_id ENSG00000238018.2	 gene_type lncRNA	 gene_name AC093110.3
chr2	54723499	54972025	gene	gene_id ENSG00000214595.12	 gene_type protein_coding	 gene_name EML6
chr2	54747103	54750473	gene	gene_id ENSG00000231334.2	 gene_type lncRNA	 gene_name EML6-AS1
chr2	54768492	54801540	gene	gene_id ENSG00000285519.1	 gene_type lncRNA	 gene_name RP11-30C22.1
chr2	54850289	54850352	gene	gene_id ENSG00000252507.1	 gene_type snRNA	 gene_name RNU7-81P
chr2	54972187	55112621	gene	gene_id ENSG00000115310.18	 gene_type protein_coding	 gene_name RTN4
chr2	55014418	55014521	gene	gene_id ENSG00000200086.1	 gene_type snRNA	 gene_name RNU6-433P
chr2	55172547	55232563	gene	gene_id ENSG00000162994.16	 gene_type protein_coding	 gene_name CLHC1
chr2	55214387	55216126	gene	gene_id ENSG00000203327.2	 gene_type lncRNA	 gene_name AC012358.7
chr2	55224280	55225908	gene	gene_id ENSG00000227799.1	 gene_type processed_pseudogene	 gene_name CDPF1P1
chr2	55231903	55235853	gene	gene_id ENSG00000143947.15	 gene_type protein_coding	 gene_name RPS27A
chr2	55236595	55269347	gene	gene_id ENSG00000085760.15	 gene_type protein_coding	 gene_name MTIF2
chr2	55282319	55284522	gene	gene_id ENSG00000162997.15	 gene_type transcribed_unitary_pseudogene	 gene_name PRORSD1P
chr2	55282350	55346049	gene	gene_id ENSG00000240401.9	 gene_type lncRNA	 gene_name AC012358.8
chr2	55286018	55286128	gene	gene_id ENSG00000206964.1	 gene_type misc_RNA	 gene_name Y_RNA
chr2	55287842	55419895	gene	gene_id ENSG00000115355.17	 gene_type protein_coding	 gene_name CCDC88A
chr2	55435156	55435622	gene	gene_id ENSG00000233594.2	 gene_type processed_pseudogene	 gene_name BTF3P5
chr2	55451004	55451099	gene	gene_id ENSG00000238619.1	 gene_type snRNA	 gene_name RNU6-775P
chr2	55456106	55456204	gene	gene_id ENSG00000238493.1	 gene_type snRNA	 gene_name RNU6-221P
chr2	55499950	55500055	gene	gene_id ENSG00000239189.1	 gene_type snRNA	 gene_name RNU6-634P
chr2	55519604	55545079	gene	gene_id ENSG00000163001.12	 gene_type protein_coding	 gene_name CFAP36
chr2	55547292	55618880	gene	gene_id ENSG00000275052.5	 gene_type protein_coding	 gene_name PPP4R3B
chr2	55565703	55565850	gene	gene_id ENSG00000212175.1	 gene_type snoRNA	 gene_name ENSG10010138111.1
chr2	55617909	55618373	gene	gene_id ENSG00000272606.1	 gene_type lncRNA	 gene_name PPP4R3B-DT
chr2	55634061	55693863	gene	gene_id ENSG00000138035.15	 gene_type protein_coding	 gene_name PNPT1
chr2	55865967	55924139	gene	gene_id ENSG00000115380.20	 gene_type protein_coding	 gene_name EFEMP1
chr2	55951654	55952014	gene	gene_id ENSG00000202344.1	 gene_type misc_RNA	 gene_name RN7SKP208
chr2	55952158	56181652	gene	gene_id ENSG00000272180.1	 gene_type lncRNA	 gene_name RP11-481J13.1
chr2	55963191	56047326	gene	gene_id ENSG00000226702.1	 gene_type lncRNA	 gene_name MIR217HG
chr2	55982967	55983076	gene	gene_id ENSG00000207548.3	 gene_type miRNA	 gene_name MIR217
chr2	55988950	55989059	gene	gene_id ENSG00000207798.1	 gene_type miRNA	 gene_name MIR216A
chr2	56000714	56000795	gene	gene_id ENSG00000211520.2	 gene_type miRNA	 gene_name MIR216B
chr2	56077417	56090382	gene	gene_id ENSG00000229805.1	 gene_type lncRNA	 gene_name LINC01813
chr2	56147630	56386171	gene	gene_id ENSG00000271894.1	 gene_type lncRNA	 gene_name RP11-482H16.1
chr2	56173534	56185870	gene	gene_id ENSG00000233251.8	 gene_type lncRNA	 gene_name AC007743.1
chr2	56183990	56386172	gene	gene_id ENSG00000055813.6	 gene_type protein_coding	 gene_name CCDC85A
chr2	56235217	56235330	gene	gene_id ENSG00000199395.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP93
chr2	56750300	56750563	gene	gene_id ENSG00000231570.1	 gene_type processed_pseudogene	 gene_name PPIAP63
chr2	57048350	57049336	gene	gene_id ENSG00000271115.1	 gene_type processed_pseudogene	 gene_name EIF2S2P7
chr2	57289648	57380132	gene	gene_id ENSG00000285755.2	 gene_type lncRNA	 gene_name RP11-111G13.1
chr2	57429548	57430693	gene	gene_id ENSG00000270569.1	 gene_type processed_pseudogene	 gene_name RP11-127H13.1
chr2	57544535	57544599	gene	gene_id ENSG00000212168.1	 gene_type snoRNA	 gene_name ENSG10010138420.1
chr2	57755428	57766052	gene	gene_id ENSG00000271615.1	 gene_type transcribed_processed_pseudogene	 gene_name ACTG1P22
chr2	57907629	58159920	gene	gene_id ENSG00000028116.18	 gene_type protein_coding	 gene_name VRK2
chr2	58040211	58046700	gene	gene_id ENSG00000287875.1	 gene_type lncRNA	 gene_name RP11-103P16.1
chr2	58159243	58241372	gene	gene_id ENSG00000115392.12	 gene_type protein_coding	 gene_name FANCL
chr2	58241349	58241686	gene	gene_id ENSG00000273063.1	 gene_type lncRNA	 gene_name RP11-334G22.1
chr2	58251440	58252525	gene	gene_id ENSG00000233426.3	 gene_type processed_pseudogene	 gene_name EIF3FP3
chr2	58275532	58296817	gene	gene_id ENSG00000225226.2	 gene_type lncRNA	 gene_name LINC01795
chr2	58427799	59063766	gene	gene_id ENSG00000233723.9	 gene_type lncRNA	 gene_name LINC01122
chr2	58460292	58462032	gene	gene_id ENSG00000231043.3	 gene_type processed_pseudogene	 gene_name AC007238.1
chr2	59014354	59277688	gene	gene_id ENSG00000285673.1	 gene_type lncRNA	 gene_name RP11-179A20.1
chr2	59217708	59279400	gene	gene_id ENSG00000222030.1	 gene_type lncRNA	 gene_name LINC01793
chr2	59218680	60100200	gene	gene_id ENSG00000271955.2	 gene_type lncRNA	 gene_name RP11-444A22.1
chr2	59238703	59733396	gene	gene_id ENSG00000233891.8	 gene_type lncRNA	 gene_name AC007131.2
chr2	59434552	59442261	gene	gene_id ENSG00000231815.2	 gene_type lncRNA	 gene_name AC007179.1
chr2	59514890	59515124	gene	gene_id ENSG00000270447.1	 gene_type processed_pseudogene	 gene_name RP11-569H17.1
chr2	59647621	59647723	gene	gene_id ENSG00000200101.1	 gene_type snRNA	 gene_name RNU6-508P
chr2	59694762	59694869	gene	gene_id ENSG00000252726.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP94
chr2	59778685	59791656	gene	gene_id ENSG00000286604.1	 gene_type lncRNA	 gene_name RP11-462D13.1
chr2	60057601	60071127	gene	gene_id ENSG00000285611.2	 gene_type lncRNA	 gene_name RP11-444A22.2
chr2	60336446	60439828	gene	gene_id ENSG00000228590.2	 gene_type lncRNA	 gene_name MIR4432HG
chr2	60383141	60385794	gene	gene_id ENSG00000287640.1	 gene_type lncRNA	 gene_name RP11-158I21.1
chr2	60384605	60384763	gene	gene_id ENSG00000200807.1	 gene_type snRNA	 gene_name RNU1-32P
chr2	60387362	60387445	gene	gene_id ENSG00000266078.1	 gene_type miRNA	 gene_name MIR4432
chr2	60450520	60554467	gene	gene_id ENSG00000119866.22	 gene_type protein_coding	 gene_name BCL11A
chr2	60495686	60499964	gene	gene_id ENSG00000233953.1	 gene_type lncRNA	 gene_name AC009970.1
chr2	60640705	60641002	gene	gene_id ENSG00000242158.3	 gene_type misc_RNA	 gene_name RN7SL361P
chr2	60682873	60683244	gene	gene_id ENSG00000271134.1	 gene_type processed_pseudogene	 gene_name IFITM3P9
chr2	60711484	60711920	gene	gene_id ENSG00000213495.3	 gene_type processed_pseudogene	 gene_name RPL26P13
chr2	60719640	60719741	gene	gene_id ENSG00000252718.1	 gene_type snRNA	 gene_name RNU6-612P
chr2	60734895	60735715	gene	gene_id ENSG00000271707.1	 gene_type processed_pseudogene	 gene_name ATP1B3P1
chr2	60756253	60802086	gene	gene_id ENSG00000115421.13	 gene_type protein_coding	 gene_name PAPOLG
chr2	60823069	60881317	gene	gene_id ENSG00000228414.7	 gene_type lncRNA	 gene_name LINC01185
chr2	60831664	60831929	gene	gene_id ENSG00000241524.3	 gene_type misc_RNA	 gene_name RN7SL632P
chr2	60852260	60852743	gene	gene_id ENSG00000237024.1	 gene_type processed_pseudogene	 gene_name RPL21P33
chr2	60881521	60931612	gene	gene_id ENSG00000162924.15	 gene_type protein_coding	 gene_name REL
chr2	60911303	60911442	gene	gene_id ENSG00000201076.1	 gene_type snRNA	 gene_name RNU4-51P
chr2	60925909	60931610	gene	gene_id ENSG00000267520.2	 gene_type lncRNA	 gene_name RP11-373L24.1
chr2	60936819	60938049	gene	gene_id ENSG00000237522.1	 gene_type processed_pseudogene	 gene_name NONOP2
chr2	60938204	60938604	gene	gene_id ENSG00000232713.2	 gene_type processed_pseudogene	 gene_name RPS12P3
chr2	60940222	61018259	gene	gene_id ENSG00000162927.14	 gene_type protein_coding	 gene_name PUS10
chr2	60998752	60998888	gene	gene_id ENSG00000222251.1	 gene_type rRNA_pseudogene	 gene_name RNA5SP95
chr2	61017225	61051990	gene	gene_id ENSG00000162928.9	 gene_type protein_coding	 gene_name PEX13
chr2	61065871	61138034	gene	gene_id ENSG00000162929.14	 gene_type protein_coding	 gene_name KIAA1841
chr2	61115787	61164825	gene	gene_id ENSG00000274769.1	 gene_type lncRNA	 gene_name RP11-493E12.3
chr2	61141592	61144969	gene	gene_id ENSG00000212978.6	 gene_type lncRNA	 gene_name AC016747.3
chr2	61145068	61164828	gene	gene_id ENSG00000237651.8	 gene_type protein_coding	 gene_name C2orf74
chr2	61151433	61162105	gene	gene_id ENSG00000271889.1	 gene_type lncRNA	 gene_name RP11-493E12.1
chr2	61177418	61191203	gene	gene_id ENSG00000173209.23	 gene_type transcribed_unitary_pseudogene	 gene_name AHSA2P
chr2	61187463	61471087	gene	gene_id ENSG00000115464.15	 gene_type protein_coding	 gene_name USP34
chr2	61199979	61200769	gene	gene_id ENSG00000273302.1	 gene_type lncRNA	 gene_name RP11-493E12.2
chr2	61249780	61250621	gene	gene_id ENSG00000271146.1	 gene_type processed_pseudogene	 gene_name RP11-479F13.1
chr2	61416887	61417197	gene	gene_id ENSG00000234624.2	 gene_type processed_pseudogene	 gene_name AC016894.1
